# Ensemble Comparison Report (threshold = 0.02)
# Format: SMILES	Classical	Hybrid	Ensemble	(Ensemble - Classical)	(Ensemble - Hybrid)
COC(=O)c1ccc(O)c(C=C(C)C)c1	0.9344	0.9476	0.9486	+0.0142	+0.0010
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	0.9740	0.9697	0.9830	+0.0090	+0.0132
CCN(C(=O)c1cc2ccc(N(C)C)cc2[nH]1)C1CCOC(c2ccc(CN(C)C)cc2)C1	0.8925	0.8811	0.8939	+0.0015	+0.0128
Brc1c2ccccc2cc2ccccc12	0.8402	0.8595	0.8629	+0.0227	+0.0034
C=CC(=C(N)N(C)C)N(C)S(C)(=O)=O	0.8418	0.8446	0.8536	+0.0118	+0.0090
Cc1cc(Oc2cc(C)c(Cl)c(C)c2)cnc1Cl	0.8992	0.8877	0.9075	+0.0083	+0.0198
CCCCC(N)CC	0.9616	0.9507	0.9697	+0.0081	+0.0190
CCC1C(=O)C(=O)C=CN1C(C)CO	0.8561	0.8296	0.8644	+0.0083	+0.0348
COc1ccc(C(=O)NC(=Cc2cn(C)c3ccccc23)C(=O)NCCO)cc1OC	0.9528	0.9628	0.9615	+0.0087	-0.0013
N#CC(=Cc1cccc(F)c1)c1nc2ccccc2[nH]1	0.9169	0.9138	0.9258	+0.0089	+0.0120
COC(=O)c1nc2cccc(C(F)(F)F)n2n1	0.8727	0.8682	0.8807	+0.0081	+0.0126
FC(F)(Cl)C(F)(Cl)Cl	0.9004	0.9065	0.9298	+0.0294	+0.0233
CC(C)(C)c1ccccc1NC(=O)CC1(N)CCCC1	0.9153	0.9275	0.9352	+0.0199	+0.0077
CC(Nc1nc(Nc2ccn(C(C)C)n2)nc2c1ncn2C1CCCCO1)C1CC1	0.9134	0.9598	0.9491	+0.0357	-0.0107
CCOC(=O)c1c(N=C([O-])c2c(C)nn3c([N+](=O)[O-])c(C)[nH][n+]23)sc2c1CCCC2	0.8844	0.8644	0.8854	+0.0011	+0.0211
C[C@H](N=C=S)c1ccccc1	0.8093	0.8169	0.8234	+0.0141	+0.0066
C#Cc1cccc(NC(=O)c2ccc(-c3ccccc3)nc2C)c1	0.9425	0.9648	0.9626	+0.0201	-0.0023
COc1ccc(C=CC(=O)c2cc(Br)cs2)cc1Cn1ccc([N+](=O)[O-])n1	0.9293	0.9540	0.9497	+0.0204	-0.0043
CC(C)OC(O)=NCN(C)N=O	0.8567	0.8478	0.8680	+0.0113	+0.0202
CCC(CC)(CNC(=O)c1c(C)cccc1C)C(=O)O	0.8788	0.9062	0.9040	+0.0252	-0.0022
CC1CCC(=O)CC1C	0.8776	0.8336	0.8652	-0.0125	+0.0315
CCOC(=O)c1ccc2c(c1)nc(SCc1cc(F)c(F)c(F)c1)n2CCCOC(C)C	0.9468	0.9473	0.9571	+0.0103	+0.0097
CCC(C)C(C(=O)O)c1c(C)n(C(=O)c2ccc(F)c(F)c2)c2ccc(O)c(F)c12	0.9420	0.9499	0.9559	+0.0138	+0.0060
CC(C)(O)CC1CCCN(C2=CC(=N)CCC2)CC1	0.8679	0.8432	0.8764	+0.0084	+0.0332
COc1ccc(-c2nc(CC(=O)Nc3ccccc3OC(F)F)cs2)cc1	0.9297	0.9456	0.9499	+0.0203	+0.0044
O=C(O)CCCCOc1ccc(F)cc1	0.9720	0.9713	0.9747	+0.0027	+0.0034
COc1c(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc2n1C1CCN(C(=O)C=CCN(C)C)C1	0.9361	0.9503	0.9510	+0.0148	+0.0007
Cn1cc(C=C2SC(=Nc3cc(C(F)(F)F)ccc3Cl)NC2=O)c2ccccc21	0.9461	0.9378	0.9489	+0.0028	+0.0112
CCOc1ccc(C=C2NC(=S)N(c3ccc(C(C)C)cc3)C2=O)cc1OC	0.9679	0.9665	0.9766	+0.0086	+0.0101
COC(C)OCN(c1onc(C)c1Cl)S(=O)(=O)c1c(C(=O)c2ccc3c(c2)OCO3)sc2ncccc12	0.9018	0.9097	0.9221	+0.0204	+0.0124
CSc1ccc(/C=C/C(=O)c2cccc(C#N)c2)cc1	0.9679	0.9512	0.9690	+0.0011	+0.0178
COc1ccc(C2=NOC3(C(=O)Nc4ccccc43)C2C(=O)c2ccc3ccccc3c2)cc1OC	0.9546	0.9454	0.9597	+0.0051	+0.0143
O=C(C1CCCN(Cc2c[nH]c3ccccc23)C1)N1CCC(Cc2ccccc2)CC1	0.8858	0.9408	0.9206	+0.0348	-0.0202
Cc1cc(S(=O)(=O)Nc2nncs2)c(F)cc1Oc1ccc(Cl)cc1-c1ccnnc1	0.9165	0.9464	0.9381	+0.0215	-0.0083
Cc1[nH]c(C=C2C(=O)Nc3ccc(Cl)cc32)c(C)c1C(=O)NCCCN1CCN(C)CC1	0.9550	0.9572	0.9607	+0.0057	+0.0035
CCc1c(Cc2ccc(N3C(=O)C=CC3=O)c(CC)c2CC)ccc(N2C(=O)C=CC2=O)c1CC	0.7310	0.8413	0.7950	+0.0640	-0.0463
CC1C(=O)C(C#N)=CC2(c3ccccc3)c3nn(C(=O)Oc4ccc([N+](=O)[O-])cc4)cc3CCC12	0.8878	0.9044	0.9086	+0.0208	+0.0042
COc1cc(NC(=O)c2ccc(C(F)(F)F)cc2)c2ncccc2c1	0.9356	0.9480	0.9481	+0.0125	+0.0001
[C-]#[N+]c1ccc(C(=O)Oc2cccc3c2C2(CCc4cccc(OC(=O)c5ccc(C#N)cc5)c42)CC3)cc1	0.8610	0.8619	0.8805	+0.0195	+0.0187
COc1cc(NC(=O)CN)c(NC(=O)CCl)cc1OC	0.9153	0.9029	0.9168	+0.0015	+0.0139
CC1(C)c2cc(N(c3ccccc3)c3ccccc3)ccc2-c2cc3c(cc21)-c1ccccc1S3(=O)=O	0.8526	0.9004	0.8866	+0.0340	-0.0138
S=C=Nc1c(Br)cc(Br)cc1Br	0.7663	0.7202	0.7522	-0.0140	+0.0320
O=C(O)COc1ccccc1[N+](=O)[O-]	0.9264	0.9150	0.9283	+0.0019	+0.0134
O=c1cc(-c2ccccc2)[nH]c2ccc([N+](=O)[O-])cc12	0.8963	0.9211	0.9253	+0.0289	+0.0042
CCC(O)c1cc2c(cc1NC(=O)c1ccco1)OCCO2	0.9140	0.9373	0.9332	+0.0191	-0.0041
Cc1ccccc1-n1c(=O)c2ccccc2n2c(SC(C)C(N)=O)nnc12	0.8151	0.8678	0.8537	+0.0386	-0.0141
CSC(C)CCNC(=O)C=CC(=O)O	0.9478	0.9202	0.9416	-0.0061	+0.0215
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)C(=O)O)CCC12	0.9100	0.9161	0.9172	+0.0072	+0.0011
CCCOC(=O)Cl	0.9345	0.9369	0.9430	+0.0085	+0.0061
OCC1c2ccccc2-c2ccccc21	0.9209	0.8914	0.9190	-0.0019	+0.0276
O=C(c1cc(CC2(NCc3c[nH]c4ccccc34)COC2)no1)N1CCCCC1	0.9307	0.9122	0.9321	+0.0014	+0.0199
c1ccc2cc(Cc3cccc4ccccc34)ccc2c1	0.9449	0.9394	0.9517	+0.0068	+0.0124
CCN(C(=O)c1cnc(Nc2cccc(Cl)c2)cn1)C1CCS(=O)(=O)C1	0.9411	0.9298	0.9471	+0.0060	+0.0173
CCCOc1ccc(C=NNC(=O)c2ccn(C)n2)cc1	0.9430	0.9351	0.9465	+0.0035	+0.0113
COC(=O)[C@@H](O)c1ccccc1	0.9233	0.9280	0.9343	+0.0110	+0.0063
Cc1ccc(C(C)(O)CC(=O)Nc2nc3ccc(Cl)nc3n2C(C)(C)C)cc1	0.8800	0.8876	0.8984	+0.0184	+0.0108
COc1ccc(CC(=O)NN=C(C=Cc2ccccc2)c2ccccc2)cc1	0.9119	0.9274	0.9300	+0.0181	+0.0026
C=C1C=CC=C(C)N1N=CC	0.8412	0.8641	0.8711	+0.0298	+0.0070
CCCC(=O)N1CCN(c2ccc(NC(=O)C=Cc3ccccc3)cc2Cl)CC1	0.9643	0.9537	0.9633	-0.0010	+0.0096
CCC(=O)OC=CCC(C)C=C(C)CC	0.8752	0.9122	0.9046	+0.0294	-0.0076
c1ccc2cc3c(cc2c1)CCCC3	0.8628	0.8987	0.8966	+0.0339	-0.0020
N[C@H]1CCCCN=C1O	0.9813	0.9766	0.9834	+0.0021	+0.0067
FC(Cl)C(F)(F)F	0.8439	0.8753	0.8669	+0.0230	-0.0083
COc1cc([N+](=O)[O-])c([N+](=O)[O-])cc1OC	0.8644	0.8539	0.8641	-0.0004	+0.0102
CC=CC(=O)C(=O)CCC	0.8657	0.8185	0.8495	-0.0162	+0.0310
Nc1c(O)cccc1C(=O)C[C@H](N)C(=O)O	0.9808	0.9778	0.9840	+0.0032	+0.0062
C=CN=C(C=C(C)C(=O)NC(C)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1)c1ccncc1F	0.9312	0.9614	0.9544	+0.0232	-0.0070
COC(=O)c1cc2ccc(-c3ccc(F)cc3)cc2[nH]1	0.9296	0.9326	0.9410	+0.0114	+0.0084
CC(=O)N(C(=O)C1CC(O)CN1)C(C(=O)O)C(C)C	0.9233	0.8987	0.9181	-0.0052	+0.0194
C=CCN(CC(=O)O)C(=O)N(CCC(C)C)CCC(C)C	0.8746	0.8653	0.8743	-0.0004	+0.0090
CN=c1cc2oc3cc(N(N)N)c(OC)cc3nc-2cc1C	0.8619	0.8475	0.8673	+0.0054	+0.0198
O=C1C=CC2=C3c4cc(O)c(O)cc4CC3(O)COC2=C1	0.8362	0.8878	0.8673	+0.0310	-0.0206
C/C=C(\CC)C(CC)CC	0.9199	0.9330	0.9412	+0.0213	+0.0082
CCc1ccc(S(=O)(=O)Nc2ccccc2C(=NO)c2ccccc2)cc1	0.8985	0.9223	0.9188	+0.0203	-0.0035
COC(=O)N1CCc2cnc3ccccc3c21	0.8296	0.8817	0.8678	+0.0382	-0.0139
NC1CCN(C(=O)c2cccc3[nH]ccc23)C1	0.9337	0.9159	0.9330	-0.0007	+0.0171
Cc1c(C)c(Br)c(Br)c(S(=O)(=O)Nc2ccccc2)c1C	0.9039	0.9162	0.9192	+0.0153	+0.0030
Cc1nc2ccc(C(=O)Nc3ccc(F)cc3)cc2o1	0.9560	0.9555	0.9592	+0.0033	+0.0038
CCCN(C)C(=O)CN1CC(c2ccc3c(ccn3C)c2)C(C(=O)O)C1c1ccc(OC)cc1	0.9353	0.9281	0.9491	+0.0139	+0.0211
CC(C)n1cc(NCc2cccc(F)c2F)cn1	0.8785	0.8873	0.8916	+0.0132	+0.0044
CC(=O)OC1=CC2=CCC3C(CCC4(C)C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)CCC34)C2(C)CC1	0.9157	0.9596	0.9484	+0.0327	-0.0112
O=C(CSc1n[nH]c2nc3ccccc3n12)Nc1c(Cl)c(Cl)cc(Cl)c1Cl	0.8634	0.8664	0.8803	+0.0169	+0.0140
CCC(C)(Oc1ccc(CC(OC)C(=O)O)cc1)Oc1ccc(C(=O)c2ccccc2)cc1	0.8462	0.8769	0.8687	+0.0225	-0.0083
CCCCCCCCCCCCCCCCCCCl	0.9924	0.9951	0.9957	+0.0032	+0.0006
N#CC1C(=N)C2=C(N3CCCCC3)CCCC2C1(C#N)C#N	0.8815	0.8799	0.8921	+0.0107	+0.0122
Nc1nc(F)nn2c(C3OC(COCc4ccccc4)C(OCc4ccccc4)C3F)ccc12	0.8761	0.9023	0.9026	+0.0264	+0.0002
CC(C)CC(O)=NCC(=O)O	0.9407	0.9373	0.9457	+0.0051	+0.0085
CSc1nc(Nc2ccc(N3CCNCC3)cc2)c2c(Br)nccc2n1	0.9460	0.9335	0.9457	-0.0002	+0.0122
CC1CCCC(NC(=O)Cn2c(=O)c3cccn3c3ccccc32)C1C	0.8401	0.8666	0.8596	+0.0195	-0.0070
Cc1c(C(=O)Nc2nnc(C(F)(F)F)s2)sc2cccc(F)c12	0.7556	0.8021	0.7869	+0.0313	-0.0152
COc1ccc(Nc2nc(Nc3ccccc3OC)nc(N3CCOCC3)n2)cc1	0.9429	0.9649	0.9603	+0.0173	-0.0047
Cc1ccc(C(C)C)cc1Oc1ccc(S(=O)(=O)Cl)cc1	0.9318	0.9557	0.9506	+0.0189	-0.0051
Cc1cc(C(F)(F)Cl)n2nc(C(=O)NCCCn3cc(Br)c(C)n3)cc2n1	0.9026	0.9039	0.9133	+0.0107	+0.0094
CC(C)(C)S(=O)(=O)NCCCCC(=O)Nc1ccc2[nH]ncc2c1	0.8963	0.9232	0.9165	+0.0202	-0.0067
CC(NC(=O)c1cc(C(O)CO)nc(-c2ccc(Oc3ccc(F)cc3)cc2)n1)C(N)=O	0.9254	0.9264	0.9323	+0.0069	+0.0059
O=NN(c1ccccc1)c1ccccc1	0.7922	0.7835	0.7981	+0.0059	+0.0147
CCCCCCCCCCCC#N	0.9813	0.9926	0.9918	+0.0105	-0.0008
O=C(O)c1ccccc1Nc1ccc(Br)cc1	0.9639	0.9534	0.9657	+0.0018	+0.0123
Cc1noc(C=Cc2cn(Cc3ccccc3Cl)c3ccccc23)c1[N+](=O)[O-]	0.7478	0.8026	0.7798	+0.0320	-0.0228
CC(N)=CC(=O)[Si](C)(C)C	0.5249	0.5931	0.5624	+0.0374	-0.0307
Cc1nnc(C(C)(C)C(C)(C)N)n1C(C)C	0.8537	0.8480	0.8616	+0.0079	+0.0137
CCOc1ccc(CNC(=O)C2CCCN(S(=O)(=O)N(C)c3ccc(F)cc3)C2)cc1	0.9562	0.9238	0.9483	-0.0079	+0.0245
O=C1c2ccccc2-c2cc3[nH]c4ccccc4c3cc21	0.8630	0.8823	0.8817	+0.0188	-0.0005
CCc1ccc(NC(=O)C(C#N)=Cc2ccsc2)cc1	0.8633	0.9273	0.9047	+0.0415	-0.0226
CCOC(=O)c1cc(OCC)c2c(c1)c(CC)nn2CC	0.8964	0.9077	0.9120	+0.0157	+0.0044
O=C(Cc1ccc(NC(=O)c2cc(Cl)ccc2[N+](=O)[O-])cc1)NC1CC1	0.9602	0.9671	0.9673	+0.0071	+0.0001
CC1OCCC1C(=O)N1CC(=O)NC(=O)C1(C)C	0.9129	0.9321	0.9342	+0.0213	+0.0022
CCCCCCCCC=CC=CC=CC(SCC(NC(=O)C(F)(F)F)C(=O)NCC(=O)O)C(O)CCCC	0.9302	0.9541	0.9489	+0.0187	-0.0052
COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3cccc([N+](=O)[O-])c3C)CC2)cc1C	0.9617	0.9660	0.9689	+0.0071	+0.0029
C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC(=C)C1C(O)C3OC3(C)C21	0.9528	0.9530	0.9571	+0.0042	+0.0041
O=Cc1c(Oc2ccccc2[N+](=O)[O-])ncnc1Oc1ccccc1[N+](=O)[O-]	0.8547	0.8943	0.8869	+0.0321	-0.0074
C1=CCC2CC=CC2C1	0.8241	0.8379	0.8609	+0.0368	+0.0231
O=C(c1c(C=Cc2ccc(Cl)cc2)[nH]c2cc(Br)ccc12)N1CCOCC1	0.9166	0.9399	0.9372	+0.0206	-0.0026
O=C(c1cc(Br)c(Br)o1)N1CCN2CCC1CC2	0.8520	0.7853	0.8368	-0.0152	+0.0515
CCCn1c(=O)c(Br)cn2nc(N)nc12	0.7884	0.8237	0.8179	+0.0295	-0.0058
Cc1ccn2c(=O)c(CO)c(Nc3ccc(F)c(Cl)c3)nc2c1	0.8819	0.8829	0.8883	+0.0064	+0.0054
COc1cc(OC)c(NC(=O)Nc2ccccc2)c(OC)c1	0.9030	0.9113	0.9153	+0.0123	+0.0039
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC	0.9854	0.9852	0.9876	+0.0023	+0.0025
COc1nc2ccccc2nc1N(C)C1CCN(C(=O)OC(C)(C)C)CC1	0.8875	0.8513	0.8808	-0.0067	+0.0295
CCC(NC(=O)c1cc(OC)c(OC)cc1F)(C(=O)O)c1ccccc1	0.8887	0.8572	0.8856	-0.0032	+0.0284
COC(=O)C(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC12OC(CC1(C)C)CC2(C)O	0.8692	0.8710	0.8810	+0.0118	+0.0100
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC12CN(C)C2	0.9075	0.9275	0.9268	+0.0192	-0.0007
CCCCCCCCCCCCCCCCSCCCCCCCCCCCCCCCC	0.9794	0.9840	0.9842	+0.0048	+0.0002
C=CC(=O)OC1CCCC(C(=O)NC)C1	0.9413	0.9404	0.9499	+0.0086	+0.0095
CC(=O)C1=CC=C=C2C=C(C(F)(F)F)C=CN21	0.8484	0.8443	0.8567	+0.0083	+0.0124
Cc1cc(N)ccc1NC(C)c1ccc(Br)cc1	0.8710	0.9002	0.8979	+0.0268	-0.0023
COc1ccccc1Nc1nc(Sc2cccs2)n[nH]1	0.8522	0.8439	0.8547	+0.0025	+0.0109
S=C=NC1CCCCCCCCCCC1	0.9432	0.9366	0.9499	+0.0068	+0.0133
CC(O)C(C(=O)O)C1N=C(C(=O)O)C(SC2CNC(C(=O)N(C)C)C2)C1C	0.8069	0.8344	0.8295	+0.0225	-0.0050
CCCCN1C(=O)CCc2cc(NC(=O)c3ccc([N+](=O)[O-])c(C)c3)ccc21	0.9171	0.9598	0.9468	+0.0297	-0.0130
C=CCNC(=O)c1cn2c3c(cccc3c1=O)CCC2	0.8211	0.8338	0.8343	+0.0131	+0.0005
CCc1cc2ccc(S(=O)(=O)O)cc2cc1CC	0.9264	0.9009	0.9247	-0.0017	+0.0239
CCOC(=O)CNc1c2ccccc2nc2ccccc12	0.8912	0.8660	0.8900	-0.0012	+0.0240
Cc1cc(C)c(C=NNC(=O)c2nnn(-c3nonc3N)c2CN2CCCCC2C)c(C)c1	0.9588	0.9527	0.9623	+0.0036	+0.0097
COC(=O)C1=CCC(CCC=C(C)CCC=C(C)C)=CC1	0.9501	0.9737	0.9714	+0.0214	-0.0023
CCCCC(N=C(C)O)C(=O)O	0.9675	0.9671	0.9720	+0.0045	+0.0049
COc1ncnc2nc[nH]c12	0.8017	0.8664	0.8492	+0.0475	-0.0171
COc1cc(C=CC(=O)c2ccc(F)cc2F)cc2c1OCO2	0.9380	0.9398	0.9468	+0.0088	+0.0070
Cc1nc2c(CCC(C)(C)C)cccc2[nH]1	0.8910	0.9437	0.9336	+0.0426	-0.0101
O=C(c1ccccc1)C1C(=O)c2ccccc2C1=O	0.8420	0.8234	0.8454	+0.0034	+0.0219
Brc1ccc(/C=C/C=C/C=C/c2ccc(Br)cc2)cc1	0.8263	0.8420	0.8500	+0.0237	+0.0081
O=C(O)[C@@H]1CCCO1	0.9457	0.9119	0.9358	-0.0099	+0.0239
Cc1c(Br)c(C(=O)Nc2ccn(Cc3c(Cl)cccc3Cl)n2)nn1C	0.8908	0.9044	0.9107	+0.0199	+0.0063
O=c1[nH]c(CCCN2CC=C(c3ccc(F)cc3)CC2)nc2ccccc12	0.9381	0.9102	0.9394	+0.0014	+0.0293
CN=CC(C(=O)C(F)(F)F)=C(C)N	0.7120	0.7315	0.7284	+0.0164	-0.0031
CCCc1cc2c(c(N=C(C)O)n1)c(=O)oc1ccccc12	0.9560	0.9301	0.9529	-0.0031	+0.0227
c1nc2sccn2n1	0.7561	0.7301	0.7669	+0.0108	+0.0368
CCc1nc2cc(-c3ccccc3)ccc2n1-c1ccc(CCO)cc1	0.8842	0.9062	0.9009	+0.0167	-0.0054
NC(=O)c1cncc(N2CCN(C(=O)c3ccco3)CC(O)C2)n1	0.8860	0.8089	0.8742	-0.0119	+0.0653
CC(=O)N1CC(O)=NC1=S	0.7391	0.7639	0.7697	+0.0306	+0.0058
CC(O)=NC(=N)S	0.5215	0.5321	0.5332	+0.0116	+0.0011
COC(=O)C(CS(=O)(=O)O)NC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C	0.9329	0.9293	0.9405	+0.0075	+0.0112
COc1ccc(C=CC(=O)Nc2cc(CO)ccc2C)cc1F	0.9626	0.9671	0.9694	+0.0069	+0.0023
CC(C)=CCn1nc(C(N)=O)c2ccccc21	0.8729	0.7687	0.8350	-0.0379	+0.0663
CCOC(=O)C=CCCCCCl	0.9512	0.9412	0.9529	+0.0016	+0.0116
O=S(=O)(O)c1ccc(N=Nc2ccc(O)c3ncccc23)c2ccccc12	0.9441	0.9548	0.9577	+0.0136	+0.0029
CC(=O)c1cccc(-n2c(=O)[nH]c3c(C(N)=O)sc4nccc2c43)c1	0.8766	0.9240	0.9162	+0.0396	-0.0078
COc1ccccc1CN1CC2(C1)CN(C(=O)CCNC(C)=O)CC1CC(O)CN12	0.9448	0.9480	0.9523	+0.0075	+0.0043
O=C(O)Cn1c(-c2cccc(F)c2Cl)nc2ccccc21	0.9686	0.9194	0.9590	-0.0097	+0.0396
OCc1cc(Cl)ccc1OCC1CCOc2ccccc21	0.9447	0.9680	0.9652	+0.0204	-0.0028
CCC1C2CNCC2CN1Cc1csc(C(C)(C)C)n1	0.8491	0.8717	0.8696	+0.0205	-0.0021
CCCC1C2C=CC(C2)C1CCCCCCCCCN1C(=O)C=CC1=O	0.9631	0.9446	0.9666	+0.0035	+0.0220
O=C(CN1NC(c2ccc(Cl)cc2)=CCC1=O)NC1CCCC1	0.8874	0.9290	0.9186	+0.0312	-0.0104
CC(Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccn[nH]1	0.8888	0.8877	0.8931	+0.0043	+0.0054
CCC(=O)c1ccc(F)c(F)c1	0.9583	0.9539	0.9652	+0.0070	+0.0113
CN1C2CCC1CN(C(=O)C(=O)NCC#N)CC2	0.9201	0.8994	0.9226	+0.0025	+0.0232
CC(C)CCCC(C)O	0.9833	0.9709	0.9837	+0.0004	+0.0128
CCOc1ccc(C(=O)Nc2ccc(F)cc2Br)cc1N	0.9388	0.9584	0.9537	+0.0149	-0.0046
O=C(O)C12CCCCC1CCCC2	0.9366	0.8938	0.9263	-0.0103	+0.0324
Cc1ccc(S(=O)(=O)Nc2cccc(C(=O)Nc3cccc(S(=O)(=O)NC4CC4)c3)c2)cc1	0.9493	0.9306	0.9453	-0.0040	+0.0147
NNC=Nc1cccc(NC(=O)Nc2cccc(CCC(=O)O)c2)c1	0.9339	0.9120	0.9328	-0.0011	+0.0208
Cc1ccn2c(C(F)(F)F)c(-c3cccc([N+](=O)[O-])c3)nc2c1	0.8305	0.8217	0.8367	+0.0062	+0.0150
COc1ccc(/C=C/c2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1	0.8272	0.8565	0.8475	+0.0203	-0.0090
COC(=O)C1=C2CCCC(=O)C2(C)CCC1=O	0.9286	0.9206	0.9369	+0.0083	+0.0163
c1ccc([C@H]2O[C@@H]2c2ccccc2)cc1	0.8536	0.8227	0.8616	+0.0080	+0.0389
CCOC(=O)c1csc(=NN=Cc2ccc(OC)c(OC)c2)n1C	0.9432	0.9603	0.9585	+0.0153	-0.0018
C=CCCCC(NC(=O)c1ccnc2ccccc12)C(N)=O	0.8720	0.8917	0.8948	+0.0228	+0.0031
CCN1CCN(C(=O)c2cc(C)nc(Nc3ccc(C#N)cc3)n2)CC1	0.9273	0.9491	0.9455	+0.0182	-0.0036
Cc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(C)C)cc1	0.9178	0.9158	0.9224	+0.0046	+0.0066
COc1cc(C=NNC(=O)C(=O)Nc2cccc(Br)c2)cc(OC)c1OC	0.9672	0.9622	0.9704	+0.0032	+0.0082
N#Cc1cc2ccccc2nc1Nc1cc(F)ccc1Cl	0.9526	0.9572	0.9641	+0.0115	+0.0069
Nc1nc(-c2ccccc2O)cc2c1c(=O)oc1ccccc12	0.8600	0.8337	0.8590	-0.0010	+0.0252
Cc1cccc(NC(=O)c2c[nH]c3ccc(OCCC(C)(C)O)nc23)n1	0.9011	0.9360	0.9252	+0.0240	-0.0109
CC(C)CN	0.9592	0.9460	0.9577	-0.0015	+0.0117
CCC1(CC)C(=O)N(C)C(=O)N=C1O	0.8960	0.9187	0.9214	+0.0254	+0.0027
NC(=NO)c1ccc(Oc2cc(Br)ccc2F)cc1Cl	0.9251	0.9154	0.9297	+0.0047	+0.0143
O=[N+]([O-])N=C1CCCN1	0.7126	0.7810	0.7678	+0.0552	-0.0132
CCSc1nnnn1CC(=O)O	0.8599	0.8128	0.8460	-0.0139	+0.0332
COc1ccc(Cl)cc1C(=O)C(N)C#N	0.8457	0.8775	0.8705	+0.0248	-0.0071
CC=CC(=O)OCC1=CC(O)C(O)C(O)C1=O	0.8744	0.8652	0.8882	+0.0138	+0.0229
CCCCCCCCCCOc1ccc(N=Nc2nnc(-c3ccc(OCCCCC)cc3)s2)cc1	0.9524	0.9488	0.9565	+0.0040	+0.0076
CC(=O)c1ccc(CCBr)cc1	0.9661	0.9657	0.9720	+0.0059	+0.0064
COc1ccc2ncc(F)c(C(F)CCC3(CC(=O)O)CCN(CCC4CCCCC4)CC3)c2c1	0.9464	0.9632	0.9592	+0.0128	-0.0040
CSc1nc2ccc(C)cc2c2nn(-c3ccccc3)c(=O)n12	0.7882	0.8650	0.8401	+0.0520	-0.0249
CN1C=CC=NC1=C=N	0.5154	0.5541	0.5440	+0.0286	-0.0101
CCC(C)n1c(=O)c2ccccc2n(Cc2nc(-c3ccc(Cl)cc3)no2)c1=O	0.9200	0.9282	0.9308	+0.0108	+0.0027
CC(Cc1ccc2nc(Oc3ccccc3)ccc2c1)(NC(=O)c1c(Cl)cccc1Cl)C(=O)O	0.9264	0.8859	0.9186	-0.0078	+0.0327
Cc1ccnc2c(C)cc(C(=N)N)cc12	0.8921	0.8593	0.8878	-0.0044	+0.0284
c1ccc(Oc2ccc(-c3ccccc3)cc2)cc1	0.9704	0.9686	0.9773	+0.0070	+0.0088
Cc1cc(-c2ncnc3nc(-c4ccc(C5CCN(CC(F)F)CC5)cc4)[nH]c23)ccc1OC1CCNCC1	0.9443	0.9424	0.9502	+0.0059	+0.0078
CC1=NN=C(C)C1=Cc1cccc([N+](=O)[O-])c1	0.8625	0.8699	0.8731	+0.0106	+0.0032
O=C(NC1CCN(C(=O)Nc2cccc(C#Cc3ccccc3)c2)CC1)c1ccccc1	0.9408	0.9295	0.9470	+0.0063	+0.0175
CCOC(=O)C(=N)C(CC)C(=O)OCC	0.9250	0.9480	0.9421	+0.0172	-0.0058
CC(F)(F)F	0.4380	0.4477	0.4449	+0.0069	-0.0027
CC(C)(c1ccc(O)cc1)c1ccc(C(C)(C)c2ccc(O)cc2)cc1	0.9430	0.9477	0.9511	+0.0081	+0.0034
O=C(c1cccc(F)c1)c1ccccc1F	0.9424	0.9497	0.9527	+0.0103	+0.0030
CC1CCCCC1NC(=O)NC(=O)COC(=O)C1(O)CCCCC1	0.9368	0.9454	0.9451	+0.0083	-0.0002
CC(C)C1CSC(=NCCNC(N)=O)N1	0.8614	0.8921	0.8853	+0.0238	-0.0068
CCCCCCCCCCCCCCCC(=O)Cl	0.9849	0.9899	0.9918	+0.0069	+0.0019
CC12CCC3C(C1)c1c(cc(O)c(C(=O)c4ccccc4)c1OC3(C)C)O2	0.7127	0.8569	0.7890	+0.0763	-0.0679
CCOc1cc(C=NNC(=O)c2ccc(C)cc2OC)cc(Br)c1OCc1ccccc1C	0.9490	0.9512	0.9547	+0.0058	+0.0035
Cc1cccc(N)c1C(=O)O	0.8780	0.8972	0.8946	+0.0166	-0.0026
CN1CCSC1=NNC(=O)C(=O)C(CC(C)(C)C)NC(=O)C1CCCCCC1	0.9761	0.9686	0.9772	+0.0010	+0.0086
